1,0,0,,,,,,,,,
,,,,,,,,,,,
0.166666667,-0.133333333,8.999730008,3.58E-05,20.96923077,38.37123991,23.73618827,20.96923077,523,4,0,5.470286134
,,,,,,,,,,,
1,0,1,,,,,,,,,
,,,,,,,,,,,
0.205729167,-0.088541667,2.511089683,0.000305176,26.17391304,33.55481728,23.89149213,26.17391304,202,2,0,5.225913621
,,,,,,,,,,,
1,0,2,,,,,,,,,
,,,,,,,,,,,
0.205729167,-0.088541667,2.511089683,0.000305176,26.17391304,33.55481728,23.89149213,26.17391304,202,2,0,5.225913621
,,,,,,,,,,,
1,0,3,,,,,,,,,
,,,,,,,,,,,
0.157291667,-0.127083333,9.413481485,3.15E-05,20.4109589,37.98657718,23.35901443,20.4109589,566,3,0,5.33557047
,,,,,,,,,,,
1,0,4,,,,,,,,,
,,,,,,,,,,,
0.172021419,-0.148594378,13.68513013,1.57E-05,22.64220183,41.41004862,25.62090018,22.64220183,1022,1,0,5.435170178
,,,,,,,,,,,
1,0,5,,,,,,,,,
,,,,,,,,,,,
0.254330709,-0.138582677,3.394528496,9.11E-05,28.04705882,33.55704698,24.64164232,28.04705882,800,2,0,4.947147651
,,,,,,,,,,,
1,0,6,,,,,,,,,
,,,,,,,,,,,
0.119680851,-0.085106383,5.922905614,9.20E-05,35.06666667,44.86692015,31.97343473,35.06666667,236,4,0,5.794676806
,,,,,,,,,,,
1,0,7,,,,,,,,,
,,,,,,,,,,,
0.173160173,-0.088744589,3.10252735,0.000182718,21.90909091,38.7275242,24.25464605,21.90909091,280,1,0,5.130013831
,,,,,,,,,,,
1,0,8,,,,,,,,,
,,,,,,,,,,,
0.186666667,-0.151111111,9.49973282,5.27E-05,30.75,39.38572719,28.05429088,30.75,436,1,0,5.403794038
,,,,,,,,,,,
1,0,9,,,,,,,,,
,,,,,,,,,,,
0.268779343,-0.154929577,3.721616796,0.000133626,25.19402985,26.42180095,20.64633232,25.19402985,446,1,0,4.545023697
,,,,,,,,,,,
1,1,0,,,,,,,,,
,,,,,,,,,,,
0.10875513,-0.120383037,-19.7075772,-7.95E-06,21.9047619,37.65217391,23.82277433,21.9047619,866,1,0,5.426956522
,,,,,,,,,,,
1,1,1,,,,,,,,,
,,,,,,,,,,,
0.10875513,-0.120383037,-19.7075772,-7.95E-06,21.9047619,37.65217391,23.82277433,21.9047619,866,1,0,5.487291849
,,,,,,,,,,,
1,1,2,,,,,,,,,
,,,,,,,,,,,
0.186666667,-0.130666667,5.666565478,7.47E-05,22.16666667,39.5154553,24.67284879,22.16666667,473,1,0,5.522974102
,,,,,,,,,,,
1,1,3,,,,,,,,,
,,,,,,,,,,,
0.199453552,-0.149362477,6.963497347,4.56E-05,24.24,39.16391639,25.36156656,24.24,712,3,0,5.287128713
,,,,,,,,,,,
1,1,4,,,,,,,,,
,,,,,,,,,,,
0.198249228,-0.139031926,5.695555993,3.05E-05,21.86928105,35.50508069,22.9497447,21.86928105,1188,4,0,5.034070532
,,,,,,,,,,,
1,1,5,,,,,,,,,
,,,,,,,,,,,
0.142115203,-0.101983003,6.082201387,1.89E-05,21.70469799,40.44526902,24.8599868,21.70469799,1308,1,0,5.276437848
,,,,,,,,,,,
1,1,6,,,,,,,,,
,,,,,,,,,,,
0.311837456,-0.125441696,2.345958978,0.000164661,36.03636364,27.54793138,25.43371801,36.03636364,546,1,0,4.538849647
,,,,,,,,,,,
1,1,7,,,,,,,,,
,,,,,,,,,,,
0.181858407,-0.144247788,8.670357706,1.66E-05,25.95804196,36.09913793,24.82287196,25.95804196,1340,1,0,5.353987069
,,,,,,,,,,,
1,1,8,,,,,,,,,
,,,,,,,,,,,
0.236149584,-0.171745152,6.333234998,4.46E-05,17.1572327,28.59237537,18.29984323,17.1572327,780,1,0,4.753665689
,,,,,,,,,,,
1,1,9,,,,,,,,,
,,,,,,,,,,,
0.144518272,-0.109634551,7.285505435,5.79E-05,19.95555556,43.8752784,25.53233358,19.95555556,394,3,0,5.726057906
,,,,,,,,,,,
1,2,0,,,,,,,,,
,,,,,,,,,,,
0.161662011,-0.140363128,14.17966212,7.44E-06,22.91370558,39.69871511,25.04496828,22.91370558,1792,1,0,5.37926451
,,,,,,,,,,,
1,2,1,,,,,,,,,
,,,,,,,,,,,
0.256455399,-0.171361502,5.027527125,4.99E-05,25.7443609,27.97897196,21.48933315,25.7443609,958,2,0,4.648364486
,,,,,,,,,,,
1,2,2,,,,,,,,,
,,,,,,,,,,,
0.148624667,-0.130434783,15.34062005,8.07E-06,18.05970149,36.96969697,22.01175938,18.05970149,1342,2,0,5.19338843
,,,,,,,,,,,
1,2,3,,,,,,,,,
,,,,,,,,,,,
0.188374126,-0.162587413,13.60964171,1.13E-05,23.83850932,36.99843669,24.3347784,23.83850932,1420,2,0,5.187597707
,,,,,,,,,,,
1,2,4,,,,,,,,,
,,,,,,,,,,,
0.184830633,-0.135493373,6.492405721,3.63E-05,19.49565217,36.84210526,22.53510297,19.49565217,826,2,0,5.165923283
,,,,,,,,,,,
1,2,5,,,,,,,,,
,,,,,,,,,,,
0.182829181,-0.087188612,2.823226295,4.25E-05,30.10852713,37.64160659,27.10005349,30.10852713,1462,2,0,5.347579815
,,,,,,,,,,,
1,2,6,,,,,,,,,
,,,,,,,,,,,
0.163176265,-0.109947644,5.131051145,4.64E-05,27.73913043,39.28944619,26.81143065,27.73913043,752,2,0,5.301985371
,,,,,,,,,,,
1,2,7,,,,,,,,,
,,,,,,,,,,,
0.199200913,-0.155251142,8.064751566,2.51E-05,22.66141732,39.33287005,24.79771495,22.66141732,1132,1,0,5.353022933
,,,,,,,,,,,
1,2,8,,,,,,,,,
,,,,,,,,,,,
0.193089431,-0.142276423,6.599870115,0.000103278,23.14285714,39.01234568,24.86208113,23.14285714,316,4,0,5.441975309
,,,,,,,,,,,
1,2,9,,,,,,,,,
,,,,,,,,,,,
0.125322997,-0.103359173,10.41129069,2.84E-05,21.38181818,39.11564626,24.19898578,21.38181818,460,3,0,5.528911565
,,,,,,,,,,,
1,3,0,,,,,,,,,
,,,,,,,,,,,
0.163493377,-0.140728477,13.36304936,9.42E-06,33.3271028,42.84913068,30.47049339,33.3271028,1528,3,0,5.380818845
,,,,,,,,,,,
1,3,1,,,,,,,,,
,,,,,,,,,,,
0.248422002,-0.083859333,2.019165812,7.42E-05,24.01342282,39.85466741,25.54723609,24.01342282,1426,1,0,5.473448854
,,,,,,,,,,,
1,3,2,,,,,,,,,
,,,,,,,,,,,
